id;Name;Gender;Produit;Type;Prix;Date
2004;Ethan Wilson;Male;Crème pour les pieds Scholl;Produits de soin pour les pieds;1500;2021-10-09 04:28:00.0000000
2005;Dorothy Adams;Female;Terrine de gibier;Charcuterie;1500;2021-06-11 06:56:00.0000000
2006;Fatoumata Camara;Female;Saucisson à la pistache;Charcuterie;1800;2021-02-15 16:15:00.0000000
2007;Tyler Bennett;Male;Shampooing anti-pelliculaire Vichy;Produits de soin capillaire;1500;2021-10-05 10:02:00.0000000
2008;Fanta Camara;Female;Sachet de poivre noir;Condiment;500;2021-05-21 13:39:00.0000000
2009;Mohammed Maalouf;Male;Pot de miel;Condiment;1000;2021-10-29 06:57:00.0000000
2010;Nathan Butler;Male;Shampooing volumisant Schwarzkopf;Produits de soin capillaire;1800;2021-06-16 14:30:00.0000000
2011;Bintou Traoré;Female;Jambon fumé;Charcuterie;1400;2021-01-06 07:14:00.0000000
2012;Chinwe Ogbonna;Female;Démaquillant yeux bi-phasé waterproof L'Oréal;Produits de démaquillage;1200;2021-03-19 22:12:00.0000000
2013;Michael Phillips;Male;Saucisson à la truffe;Charcuterie;1400;2021-02-19 02:27:00.0000000
2014;Kwadwo Mensah;Male;Dentifrice bio blanchissant Lavera;Produits d'hygiène dentaire;500;2021-10-18 16:13:00.0000000
2015;Albert Bennett;Male;Soin hydratant matifiant Vichy;Produits de soin pour le visage;2500;2021-03-07 17:15:00.0000000
2016;Chukwudi Eze;Male;Coppa;Charcuterie;1600;2021-12-25 14:32:00.0000000
2017;Fanta Bah;Female;Saucisson au genièvre;Charcuterie;1400;2021-07-20 23:23:00.0000000
2018;Amara Sankoh;Male;Saucisson à la truffe;Charcuterie;1400;2021-02-02 20:09:00.0000000
2019;Tiffany Hill;Female;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2021-03-18 09:58:00.0000000
2020;Jonathan Nelson;Male;Soin contour des yeux L'Oréal;Produits de soin pour le visage;2500;2021-02-16 13:51:00.0000000
2021;Ngozi Eze;Female;Pâté de lapin aux noix;Charcuterie;1800;2021-07-14 04:25:00.0000000
2022;Bella Hernandez;Female;Crème apaisante après-soleil Nivea;Produits de protection solaire;2000;2024-01-06 03:32:00.0000000
2023;Tariq Ndlovu;Male;Bouteille de sauce soja;Condiment;1000;2024-01-22 10:37:00.0000000
2024;Derek Nelson;Male;Crème solaire Nivea;Produits de protection solaire;2000;2024-01-21 11:23:00.0000000
2025;Ava Martinez;Female;Soin anti-rides contour des yeux L'Oréal;Produits de soin pour le visage;2500;2024-01-09 13:40:00.0000000
2026;Kwabena Osei;Male;Terrine de canard;Charcuterie;1700;2024-01-21 16:26:00.0000000
2027;Kwadwo Keita;Male;Gel douche exfoliant Nivea;Produits de douche;1200;2024-01-05 16:59:00.0000000
2028;Martha Diaz;Female;Sachet de feuilles de thé;Thé;500;2024-01-05 12:12:00.0000000
2029;Christine Young;Female;Paquet de chips Tortilla;Snack;1000;2024-01-30 06:09:00.0000000
2030;Emeka Nnamdi;Male;Saucisse de porc;Charcuterie;1600;2024-01-22 17:34:00.0000000
2031;Emily Johnson;Female;Paquet de chips Pringles;Snack;1000;2024-01-25 13:05:00.0000000
2032;Amaechi Okafor;Female;Paquet de riz long grain;Alimentation;1000;2024-01-23 06:46:00.0000000
2033;Adjoa Boateng;Female;Sachet de grains de café arabica;Café;1000;2024-01-24 15:29:00.0000000
2034;Paul Evans;Male;Paquet de muesli;Alimentation;1000;2024-01-05 14:12:00.0000000
2035;Kylie Lewis;Female;Jambon de l'Ardèche;Charcuterie;2000;2024-01-08 06:20:00.0000000
2036;Kwabena Osei;Male;Bouteille de jus de pomme;Jus;1500;2024-01-08 18:26:00.0000000
2037;Musa Abubakar;Male;Rillettes de lapin;Charcuterie;1300;2024-01-21 17:11:00.0000000
2038;Mohammed Maalouf;Male;Rillettes de thon à l'huile d'olive;Charcuterie;1500;2024-01-07 15:06:00.0000000
2039;Rachel Rodriguez;Female;Saucisson aux noisettes;Charcuterie;1400;2024-01-05 22:21:00.0000000
2040;Jason Wood;Male;Saucisson sec;Charcuterie;1500;2024-01-23 07:25:00.0000000
2041;Yaa Asante;Female;Saucisse de Morteau;Charcuterie;1600;2024-01-23 11:09:00.0000000
2042;Anna Thompson;Female;Paquet de spaghetti;Alimentation;750;2024-01-25 08:57:00.0000000
2043;Robert Anderson;Male;Terrine de sanglier;Charcuterie;1700;2024-01-24 21:17:00.0000000
2044;Kwesi Anang;Male;Soin anti-rides contour des yeux L'Oréal;Produits de soin pour le visage;2500;2024-01-30 06:23:00.0000000
2045;Fatoumata Camara;Female;Terrine de pintade;Charcuterie;1600;2024-01-11 18:52:00.0000000
2046;Osei Mensah;Male;Jambon de Paris;Charcuterie;1400;2024-01-22 22:46:00.0000000
2047;Gloria Green;Female;Tube de dentifrice Colgate;Hygiène;750;2024-01-02 09:33:00.0000000
2048;Ayodele Akinwande;Female;Spray corporel Axe;Produits de soin pour le corps;800;2024-01-29 07:51:00.0000000
2049;Jerry Coleman;Male;Sachet de grains de café arabica;Café;1000;2024-01-28 00:06:00.0000000
2050;Cynthia Murphy;Female;Rillettes de volaille;Charcuterie;1500;2024-01-03 02:59:00.0000000
2051;Kwame Mensah;Male;Rillettes de porc;Charcuterie;1300;2024-01-31 07:38:00.0000000
2052;Emily Carter;Female;Jambon de la Forêt Noire;Charcuterie;2000;2024-01-30 13:06:00.0000000
2053;Jumaane Diop;Male;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2024-01-03 20:52:00.0000000
2054;Adjoa Boateng;Female;Terrine de perdreau;Charcuterie;1700;2024-01-03 16:25:00.0000000
2055;Ngozi Nwadike;Female;Sachet de levure chimique;Condiment;500;2024-01-07 17:02:00.0000000
2056;Jamila Abubakar;Female;Sac de farine de blé;Alimentation;1500;2024-01-23 18:25:00.0000000
2057;Theresa Sanders;Female;Terrine de faisan aux morilles;Charcuterie;1700;2024-01-06 05:15:00.0000000
2058;Victoria Powell;Female;Crème solaire Nivea;Produits de protection solaire;2000;2024-01-21 16:51:00.0000000
2059;Aminata Touré;Female;Pâté de cerf;Charcuterie;1800;2024-01-24 16:31:00.0000000
2060;Idris Bonsu;Male;Déodorant spray fraîcheur instantanée Nivea;Produits d'hygiène;800;2024-01-15 18:16:00.0000000
2061;Aisha Abubakar;Female;Shampooing anti-pelliculaire Head & Shoulders;Produits de soin capillaire;1500;2024-01-11 00:21:00.0000000
2062;William Perez;Male;Jambon de Bayonne;Charcuterie;1900;2024-01-18 10:20:00.0000000
2063;Daniel Jones;Male;Crème de jour hydratante Nivea;Produits de soin pour le visage;1200;2024-01-07 00:21:00.0000000
2064;Amelia Lopez;Female;Lotion purifiante pour le visage L'Oréal;Produits de soin pour le visage;1200;2024-01-23 21:52:00.0000000
2065;Chinwe Ogbonna;Female;Sachet de thé vert;Thé;500;2024-01-26 19:56:00.0000000
2066;Saidi Jalloh;Male;Saucisse de Lyon;Charcuterie;1600;2024-01-21 04:42:00.0000000
2067;Donna Mitchell;Female;Jambon blanc;Charcuterie;1000;2024-01-09 05:57:00.0000000
2068;Alex Johnson;Male;Baume à lèvres Labello;Produits de soin des lèvres;700;2024-01-21 03:00:00.0000000
2069;Kyle Lewis;Male;Boîte de mouchoirs en papier Tempo;Hygiène;750;2024-01-06 07:22:00.0000000
2070;Isaiah Hughes;Male;Jambon de Savoie;Charcuterie;2000;2024-01-22 21:19:00.0000000
2071;Richard Martin;Male;Jambon de Normandie;Charcuterie;2000;2024-01-23 08:11:00.0000000
2072;Emeka Nnamdi;Male;Boîte de céréales pour petit déjeuner;Alimentation;1500;2024-01-01 20:37:00.0000000
2073;Ngozi Onyeama;Female;Crème de nuit nourrissante Nivea;Produits de soin pour le visage;1200;2024-01-09 05:08:00.0000000
2074;Julian Howard;Male;Crème solaire visage La Roche-Posay;Produits de protection solaire;2000;2024-01-20 04:15:00.0000000
2075;Betty King;Female;Rillettes de thon au basilic;Charcuterie;1500;2024-01-17 00:03:00.0000000
2076;Chinelo Nwachukwu;Female;Jambon d'Auvergne;Charcuterie;2000;2024-01-05 13:01:00.0000000
2077;Nancy Wright;Female;Lingettes démaquillantes à l'eau micellaire Garnier;Produits de démaquillage;800;2024-01-06 16:23:00.0000000
2078;Olivia Turner;Female;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2024-01-27 18:43:00.0000000
2079;Daniel Phillips;Male;Terrine de lapin aux pruneaux;Charcuterie;1700;2024-01-04 07:17:00.0000000
2080;Evelyn Watson;Female;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2024-01-28 23:55:00.0000000
2081;Ryan Cox;Male;Pot de confiture Bonne Maman;Condiment;1500;2024-01-11 22:12:00.0000000
2082;Robert Anderson;Male;Pot de sauce barbecue;Condiment;1000;2024-01-05 18:51:00.0000000
2083;Fanta Camara;Female;Saucisse de volaille;Charcuterie;1600;2024-01-11 20:27:00.0000000
2084;Andrew Turner;Male;Bouteille de bière Guinness;Bière;1000;2024-01-11 02:15:00.0000000
2085;Carolyn Cooper;Female;Sachet de riz Mama Africa;Alimentation;2000;2024-01-18 06:54:00.0000000
2086;Kwabena Osei;Male;Sachet de sucre Daddy;Sucrerie;500;2024-01-17 03:37:00.0000000
2087;Daniel Miller;Male;Terrine de lapin;Charcuterie;1600;2024-01-26 12:14:00.0000000
2088;Matthew Anderson;Male;Rillettes de dinde;Charcuterie;1300;2024-01-08 01:21:00.0000000
2089;Dorothy Adams;Female;Shampooing volumateur Timotei;Produits de soin capillaire;1500;2024-01-23 20:22:00.0000000
2090;Harold Simmons;Male;Sachet de thé vert;Thé;500;2024-01-13 08:19:00.0000000
2091;Jose Thompson;Male;Boîte de haricots verts en conserve;Condiment;750;2024-01-31 12:33:00.0000000
2092;Samuel Alexander;Male;Saucisson à la pistache;Charcuterie;1400;2024-01-12 07:00:00.0000000
2093;Omaru Sise;Male;Pain de mie Jacques;Alimentation;750;2024-01-26 08:48:00.0000000
2094;Emeka Diop;Male;Crème hydratante Nivea;Produits de soin pour le corps;1000;2024-01-17 16:21:00.0000000
2095;Cassandra Coleman;Female;Soin anti-âge global pour le visage L'Oréal;Produits de soin pour le visage;2500;2024-01-02 03:00:00.0000000
2096;Aminata Bello;Female;Pâté en croûte;Charcuterie;1800;2024-01-14 04:01:00.0000000
2097;Jerry Coleman;Male;Pot de crème glacée Carte d'Or;Glaces;2000;2024-01-25 07:04:00.0000000
2098;David Bell;Male;Démaquillant pour les yeux bi-phasé Nivea;Produits de démaquillage;1200;2024-01-25 00:31:00.0000000
2099;Alice Gonzales;Female;Dentifrice protection gencives Parodontax;Produits d'hygiène dentaire;500;2024-01-07 07:27:00.0000000
2100;Luke Foster;Male;Pâté de volaille;Charcuterie;1200;2024-01-10 01:55:00.0000000
2101;Lindsay Young;Female;Sachet de thé Lipton;Thé;500;2024-01-04 05:35:00.0000000
2102;Amy Jenkins;Female;Rillettes de veau;Charcuterie;1500;2024-01-17 01:05:00.0000000
2103;Isaiah Hughes;Male;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2024-01-24 11:21:00.0000000
2104;Nabila Bah;Female;Dentifrice blancheur intense Colgate;Produits d'hygiène dentaire;500;2024-01-16 00:54:00.0000000
2105;Kwadwo Keita;Male;Rillettes de poisson;Charcuterie;1300;2024-01-11 19:37:00.0000000
2106;Kwaku Amponsah;Male;Terrine de lapin;Charcuterie;1600;2024-01-16 15:23:00.0000000
2107;Clarence Lee;Male;Dentifrice blanchissant Colgate;Produits d'hygiène dentaire;500;2024-01-05 15:37:00.0000000
2108;Idris Bello;Male;Crème solaire Nivea;Produits de protection solaire;2000;2024-01-28 10:15:00.0000000
2109;Ashley Martinez;Female;Terrine de faisan;Charcuterie;1700;2024-01-13 13:40:00.0000000
2110;Leah Adams;Female;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2024-01-22 23:05:00.0000000
2111;Jumaane Diop;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2024-01-20 11:04:00.0000000
2112;Uzoma Okoro;Male;Chorizo;Charcuterie;2000;2024-01-18 17:38:00.0000000
2113;Kwesi Anang;Male;Pâté de chevreuil;Charcuterie;1800;2024-01-21 08:41:00.0000000
2114;Osei Mensah;Male;Saucisse de Montbéliard;Charcuterie;1900;2024-01-17 13:53:00.0000000
2115;Amy Jenkins;Female;Gel nettoyant visage purifiant L'Oréal;Produits de soin pour le visage;1800;2024-01-15 09:13:00.0000000
2116;Angela Price;Female;Saucisson aux herbes;Charcuterie;1400;2024-01-04 08:10:00.0000000
2117;Chukwudi Eze;Male;Sachet de sel iodé;Condiment;500;2024-01-15 21:14:00.0000000
2118;Adama Ba;Female;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2024-01-21 18:24:00.0000000
2119;Lindsey Flores;Female;Savon exfoliant Neutrogena;Produits de douche;1000;2024-01-05 23:28:00.0000000
2120;Harold Simmons;Male;Paquet de chips Tortilla;Snack;1000;2024-01-13 22:43:00.0000000
2121;Cassandra Coleman;Female;Saucisse fumée;Charcuterie;1400;2024-01-30 15:30:00.0000000
2122;Kwadwo Keita;Male;Pot de moutarde;Condiment;500;2024-01-06 06:17:00.0000000
2123;Fatimah Mohammed;Female;Bouteille de sauce soja;Condiment;1000;2024-01-25 03:22:00.0000000
2124;Harold Simmons;Male;Pâté de volaille;Charcuterie;1200;2024-01-27 05:52:00.0000000
2125;Ryan Turner;Male;Crème solaire visage et corps biodégradable La Roche-Posay;Produits de protection solaire;2000;2024-01-30 03:02:00.0000000
2126;David Bell;Male;Bouteille de sirop de grenadine;Boisson;750;2024-01-26 08:07:00.0000000
2127;Sekou Diop;Male;Pâté de chevreuil;Charcuterie;1800;2024-01-25 11:33:00.0000000
2128;Kwesi Bonsu;Male;Paquet de café Nescafé;Café;1500;2024-01-04 19:22:00.0000000
2129;Jabari Tetteh;Male;Pâté de marcassin;Charcuterie;1900;2024-01-15 08:12:00.0000000
2130;Chinelo Nwachukwu;Female;Saucisse de veau;Charcuterie;1600;2024-01-16 04:54:00.0000000
2131;Adrian Green;Male;Terrine de pintade;Charcuterie;1600;2024-01-05 20:02:00.0000000
2132;Jesse Murphy;Male;Sachet de sel iodé;Condiment;500;2024-01-08 11:27:00.0000000
2133;Adjoa Boateng;Female;Saucisson à la figue;Charcuterie;1600;2024-01-06 07:26:00.0000000
2134;Phillip Reed;Male;Saucisson à l'Armagnac;Charcuterie;1400;2024-01-14 01:55:00.0000000
2135;Kwaku Boateng;Male;Paquet de couches Pampers;Hygiène;2500;2024-01-20 10:54:00.0000000
2136;Kwame Asante;Male;Paquet de riz long grain;Alimentation;1000;2024-01-10 11:46:00.0000000
2137;Simba Moyo;Male;Saucisson à l'Armagnac;Charcuterie;1400;2024-01-23 04:31:00.0000000
2138;Paul Reed;Male;Pâté de lapin aux pistaches;Charcuterie;1800;2024-01-27 04:24:00.0000000
2139;Jose Thompson;Male;Baume après-rasage Gillette;Produits de rasage;700;2024-01-21 17:50:00.0000000
2140;Ngozi Nwadike;Female;Terrine de biche;Charcuterie;1700;2024-01-18 22:34:00.0000000
2141;Hazel Miller;Female;Saucisson aux noisettes;Charcuterie;1400;2024-01-16 10:08:00.0000000
2142;Janet Bryant;Female;Boîte de kleenex;Hygiène;1000;2024-01-24 02:28:00.0000000
2143;Amina Azikiwe;Female;Jambon de Bayonne;Charcuterie;1900;2024-01-09 13:49:00.0000000
2144;Mamadou Diallo;Male;Sac de riz Basmati;Alimentation;4000;2024-01-14 00:28:00.0000000
2145;Aaron Coleman;Male;Jambon fumé;Charcuterie;1400;2024-01-07 12:05:00.0000000
2146;Ava Martinez;Female;Crème anti-cellulite Garnier;Produits de soin pour le corps;2000;2024-01-10 12:03:00.0000000
2147;Vincent Lopez;Male;Shampooing réparateur L'Oréal;Produits de soin capillaire;1500;2024-01-07 17:44:00.0000000
2148;Monica Perez;Female;Crème de jour anti-rides Nivea;Produits de soin pour le visage;1200;2024-01-25 02:08:00.0000000
2149;Charlotte Gonzalez;Female;Pâté de lapin aux noix;Charcuterie;1800;2024-01-04 23:22:00.0000000
2150;Nneka Nwadike;Female;Pot de miel;Condiment;1000;2024-01-02 23:24:00.0000000
2151;Chiamaka Adewale;Female;Pot de moutarde;Condiment;500;2024-01-01 20:40:00.0000000
2152;Abigail Mensah;Female;Saucisson à l'ail;Charcuterie;1300;2024-01-26 08:58:00.0000000
2153;Kwesi Anang;Male;Pâté de canard;Charcuterie;1500;2024-01-28 08:18:00.0000000
2154;William Moore;Male;Crème réparatrice pour les mains Neutrogena;Produits de soin pour les mains;1000;2024-01-07 12:22:00.0000000
2155;Vanessa Foster;Female;Baume nourrissant pour les mains Nuxe;Produits de soin pour les mains;1000;2024-01-12 08:04:00.0000000
2156;Linda Perez;Female;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2024-01-20 07:13:00.0000000
2157;Juan Diaz;Male;Bouteille de sauce soja;Condiment;1000;2024-01-07 03:53:00.0000000
2158;Katelyn Flores;Female;Sachet de paprika;Condiment;500;2024-01-29 06:58:00.0000000
2159;Marie Kelly;Female;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2024-01-23 16:23:00.0000000
2160;Leah Adams;Female;Boudin blanc;Charcuterie;1400;2024-01-05 22:08:00.0000000
2161;Albert Bennett;Male;Crème solaire enfants Uriage;Produits de protection solaire;2000;2024-01-10 16:05:00.0000000
2162;Christopher Wilson;Male;Saucisson à la pistache;Charcuterie;1800;2024-01-15 22:22:00.0000000
2163;Julie Nelson;Female;Rillettes de thon au basilic;Charcuterie;1500;2024-01-23 14:10:00.0000000
2164;Bintou Traoré;Female;Soin contour des yeux L'Oréal;Produits de soin pour le visage;2500;2024-01-27 22:38:00.0000000
2165;Cassandra Coleman;Female;Dentifrice protection caries Sensodyne;Produits d'hygiène dentaire;500;2024-01-21 15:24:00.0000000
2166;Anna Mitchell;Female;Boudin noir;Charcuterie;1500;2024-01-21 09:23:00.0000000
2167;Uzoma Okoro;Male;Démaquillant waterproof Maybelline;Produits de démaquillage;1200;2024-01-16 20:20:00.0000000
2168;Nadia Kamara;Female;Spray corporel rafraîchissant Axe;Produits de soin pour le corps;800;2024-01-19 04:45:00.0000000
2169;Saidi Jalloh;Male;Rillettes de canard au poivre vert;Charcuterie;1500;2024-01-02 03:52:00.0000000
2170;Sibongile Zulu;Female;Pâté de canard;Charcuterie;1500;2024-01-18 02:53:00.0000000
2171;Uzoma Okoro;Male;Pâté de marcassin;Charcuterie;1900;2024-01-11 20:48:00.0000000
2172;Kwesi Anang;Male;Saucisson au genièvre;Charcuterie;1400;2024-01-21 07:26:00.0000000
2173;Addison Coleman;Female;Sachet de thé vert;Thé;500;2024-01-10 19:00:00.0000000
2174;Sekou Toure;Male;Paquet de cacahuètes;Snack;750;2024-01-03 22:17:00.0000000
2175;Amaechi Okafor;Female;Saucisson de Lyon;Charcuterie;1400;2024-01-19 05:02:00.0000000
2176;Nneka Nwadike;Female;Boîte de conserve de thon Petit Navire;Poisson;1000;2024-01-01 15:13:00.0000000
2177;Kemi Adeyemi;Female;Barre de chocolat Milka;Chocolat;750;2024-01-24 18:25:00.0000000
2178;Lindsay Young;Female;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2024-01-02 11:32:00.0000000
2179;Amaechi Okafor;Female;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2024-01-06 20:26:00.0000000
2180;Nabila Sow;Female;Paquet de chips Lay's;Snack;750;2024-01-31 04:08:00.0000000
2181;Gregory Morris;Male;Saucisse de Francfort;Charcuterie;1000;2024-01-06 15:36:00.0000000
2182;Olivia Smith;Female;Pâté de lièvre;Charcuterie;1800;2024-01-24 15:23:00.0000000
2183;Henry Thompson;Male;Bouteille de bière Guinness;Bière;1000;2024-01-31 14:37:00.0000000
2184;Caleb Ward;Male;Shampooing volumisant Schwarzkopf;Produits de soin capillaire;1800;2024-01-15 22:44:00.0000000
2185;William Moore;Male;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2024-01-23 10:45:00.0000000
2186;Musa Abubakar;Male;Sac de farine de blé;Alimentation;1500;2024-01-12 13:09:00.0000000
2187;Saidou Bah;Female;Sachet de thé vert;Thé;500;2023-12-23 21:09:00.0000000
2188;Grayson Perez;Male;Saucisse de Lyon;Charcuterie;1600;2023-12-22 20:46:00.0000000
2189;Erica Wood;Female;Paquet de biscuits Petit Beurre;Biscuits;1000;2023-11-11 09:26:00.0000000
2190;Jose Thompson;Male;Spray corporel Axe;Produits de soin pour le corps;800;2023-11-30 14:50:00.0000000
2191;Mamadou Diallo;Male;Paquet de café Nescafé;Café;1500;2023-12-04 08:23:00.0000000
2192;Juan Collins;Male;Sachet de thé Lipton;Thé;500;2023-12-21 22:00:00.0000000
2193;Willie Price;Male;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2023-11-09 14:36:00.0000000
2194;Fatoumata Diop;Female;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2023-11-26 00:36:00.0000000
2195;Justin Reed;Male;Sachet de lessive Skip;Hygiène;750;2023-12-30 08:12:00.0000000
2196;Fatoumata Camara;Female;Sachet de graines de chia;Condiment;1000;2023-12-01 21:36:00.0000000
2197;James Wilson;Male;Saucisse fumée;Charcuterie;1400;2023-11-30 09:06:00.0000000
2198;Avery Murphy;Female;Boîte de haricots verts en conserve;Condiment;750;2023-12-06 16:44:00.0000000
2199;Kwame Asante;Male;Pâté de porc;Charcuterie;1200;2023-11-04 14:00:00.0000000
2200;Kwesi Anang;Male;Paquet de lentilles;Alimentation;750;2023-11-12 11:40:00.0000000
2201;George Cook;Male;Pot de yaourt Danone;Produits laitiers;750;2023-11-21 15:55:00.0000000
2202;Aaron King;Male;Démaquillant waterproof Maybelline;Produits de démaquillage;1200;2023-11-06 09:32:00.0000000
2203;Nkosi Dlamini;Male;Saucisson à la mirabelle;Charcuterie;1400;2023-12-29 07:30:00.0000000
2204;Sekou Diop;Male;Jambon de Bayonne;Charcuterie;1900;2023-12-23 23:37:00.0000000
2205;Abena Agyeman;Female;Paquet de spaghetti;Alimentation;750;2023-11-03 14:51:00.0000000
2206;Sekou Diop;Male;Soin anti-âge global pour le visage L'Oréal;Produits de soin pour le visage;2500;2023-11-17 21:15:00.0000000
2207;Mamoudou Chukwu;Male;Sac de pommes de terre;Légumes;1000;2023-11-08 17:06:00.0000000
2208;Christina Roberts;Female;Bouteille de sauce soja;Condiment;1000;2023-12-29 12:27:00.0000000
2209;Nicholas Powell;Male;Pâté de marcassin;Charcuterie;1900;2023-11-12 05:37:00.0000000
2210;Dean Cook;Male;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2023-11-16 15:28:00.0000000
2211;Anthony Hill;Male;Déodorant bille fraîcheur Nivea;Produits d'hygiène;800;2023-12-26 17:23:00.0000000
2212;Mamoudou Chukwu;Male;Mortadelle;Charcuterie;1700;2023-12-12 18:31:00.0000000
2213;Tunde Adeleke;Male;Terrine de chevreuil;Charcuterie;1700;2023-11-27 11:05:00.0000000
2214;Ngozi Onyeama;Female;Démaquillant bi-phasé Maybelline;Produits de démaquillage;1200;2023-11-23 22:50:00.0000000
2215;Kwesi Anang;Male;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2023-12-26 09:38:00.0000000
2216;Mohammed Maalouf;Male;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2023-11-03 05:53:00.0000000
2217;Betty King;Female;Crème de nuit régénérante L'Oréal;Produits de soin pour le visage;1200;2023-12-22 16:45:00.0000000
2218;Emilia Davis;Female;Gel coiffant L'Oréal;Produits de coiffure;1500;2023-12-13 10:35:00.0000000
2219;Melissa Hughes;Female;Rosette;Charcuterie;1800;2023-12-05 08:38:00.0000000
2220;Samantha Barnes;Female;Jambon fumé;Charcuterie;1400;2023-12-04 18:28:00.0000000
2221;Jelani Jalloh;Male;Paquet de pâtes Barilla;Alimentation;1000;2023-11-20 15:42:00.0000000
2222;Arthur Powell;Male;Shampooing doux sans sulfates Timotei;Produits de soin capillaire;1500;2023-11-22 06:35:00.0000000
2223;Kwame Asante;Male;Soin contour des yeux L'Oréal;Produits de soin pour le visage;2500;2023-12-27 07:53:00.0000000
2224;Eli Baker;Male;Lotion apaisante après-rasage Nivea;Produits de rasage;700;2023-12-01 18:11:00.0000000
2225;Kofi Mensah;Male;Sachet de paprika;Condiment;500;2023-11-16 11:40:00.0000000
2226;Bintou Traoré;Female;Sachet de lessive Skip;Hygiène;750;2023-12-10 16:29:00.0000000
2227;Jacob Sanchez;Male;Saucisse de canard;Charcuterie;1600;2023-12-15 01:35:00.0000000
2228;Daniel Green;Male;Paquet de popcorn sucré;Snack;750;2023-11-25 14:54:00.0000000
2229;Julia Bell;Female;Jambon de Savoie;Charcuterie;2000;2023-12-20 16:53:00.0000000
2230;Fanta Diallo;Female;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2023-11-10 10:43:00.0000000
2231;Julian Howard;Male;Saucisson à l'ail;Charcuterie;1300;2023-11-12 06:29:00.0000000
2232;Martha Diaz;Female;Saucisson au roquefort;Charcuterie;1400;2023-12-09 07:34:00.0000000
2233;Jamila Kamara;Female;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2023-11-17 17:24:00.0000000
2234;Cynthia Murphy;Female;Saucisse de volaille;Charcuterie;1600;2023-12-10 19:00:00.0000000
2235;Scott Ward;Male;Pâté de faisan;Charcuterie;1800;2023-12-13 05:09:00.0000000
2236;Akafo Jane;Female;Crème pour les pieds à l'urée Scholl;Produits de soin pour les pieds;1500;2023-11-28 09:22:00.0000000
2237;Kemi Adeyemi;Female;Crème de jour hydratante et protectrice Nivea;Produits de soin pour le visage;1200;2023-11-02 19:46:00.0000000
2238;Josiah Adams;Male;Sachet de riz Mama Africa;Alimentation;2000;2023-12-09 09:20:00.0000000
2239;Dylan Barnes;Male;Rillettes de poisson;Charcuterie;1300;2023-11-25 02:11:00.0000000
2240;Deborah Ross;Female;Saucisse de canard;Charcuterie;1600;2023-12-01 03:11:00.0000000
2241;Maria Martinez;Female;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2023-12-23 11:25:00.0000000
2242;Jeremy Evans;Male;Saucisse de Strasbourg;Charcuterie;1600;2023-11-18 03:53:00.0000000
2243;Thomas Young;Male;Pâté de lièvre;Charcuterie;1800;2023-12-15 03:41:00.0000000
2244;Jamila Abubakar;Female;Gel douche relaxant à la lavande L'Occitane;Produits de douche;1200;2023-11-04 17:14:00.0000000
2245;Oumar Camara;Male;Jambon de Savoie;Charcuterie;2000;2023-11-25 11:14:00.0000000
2246;Osei Bonsu;Male;Pot de crème dessert Danette;Dessert;1000;2023-11-12 00:48:00.0000000
2247;Kelly Ramirez;Female;Baume après-rasage hydratant Nivea;Produits de rasage;700;2023-12-30 18:28:00.0000000
2248;Mamadou Diallo;Male;Gel douche nourrissant Dove;Produits de douche;1200;2023-11-04 13:08:00.0000000
2249;Chiamaka Adewale;Female;Bouteille de vin rouge Merlot;Vin;2500;2023-12-25 16:59:00.0000000
2250;Carter Richardson;Male;Baume à cuticules Sally Hansen;Produits de soin pour les ongles;1000;2023-11-09 07:10:00.0000000
2251;Musa Abubakar;Male;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2023-12-29 04:14:00.0000000
2252;Brandon Wright;Male;Pâté de lapin aux noix;Charcuterie;1800;2023-12-15 22:27:00.0000000
2253;Noah Brown;Male;Bouteille de Jack Daniel;Liqueur;5000;2023-11-15 16:32:00.0000000
2254;Timothy Bennett;Male;Sac de farine de blé;Alimentation;1500;2023-12-24 09:57:00.0000000
